SaleID,Date,ProductID,CustomerID,Quantity,UnitPrice
1589,1/12/2024,67,436,9,418
1670,1/13/2024,86,491,2,406
216,1/13/2024,75,434,5,209
1827,1/13/2024,117,19,4,452
2189,1/13/2024,122,368,11,368
2307,1/13/2024,74,78,12,329
1774,1/13/2024,153,474,15,327
2957,1/13/2024,194,277,19,129
1170,1/14/2024,119,488,3,414
2979,1/14/2024,102,63,7,130
2891,1/14/2024,91,322,13,120
2763,1/14/2024,31,328,12,216
2461,1/14/2024,184,391,12,363
117,1/15/2024,108,481,19,131
4334,1/15/2024,117,138,6,452
2887,1/15/2024,189,325,4,284
3090,1/15/2024,45,355,17,348
3282,1/15/2024,74,144,17,329
2202,1/15/2024,123,174,1,68
1957,1/15/2024,191,213,18,392
4707,1/16/2024,110,132,4,229
850,1/16/2024,171,255,11,473
1227,1/16/2024,27,254,16,78
833,1/16/2024,189,492,18,284
149,1/16/2024,102,489,7,130
3160,1/16/2024,134,242,4,138
2233,1/16/2024,135,317,14,360
1516,1/16/2024,184,409,7,363
2534,1/17/2024,20,168,5,392
1752,1/17/2024,114,460,7,195
3905,1/17/2024,105,282,10,385
914,1/17/2024,67,331,15,418
2921,1/17/2024,133,385,8,101
2506,1/17/2024,11,284,16,279
2762,1/17/2024,148,40,17,217
2818,1/17/2024,31,46,11,216
4835,1/17/2024,188,134,11,51
2212,1/18/2024,26,249,5,425
1319,1/18/2024,21,175,14,452
2172,1/18/2024,38,428,15,339
681,1/18/2024,16,379,1,152
824,1/18/2024,163,378,15,376
2886,1/19/2024,17,391,9,269
3959,1/19/2024,52,418,14,19
3355,1/19/2024,58,271,2,86
4170,1/19/2024,63,146,10,285
4424,1/19/2024,4,105,6,143
2047,1/19/2024,21,252,12,452
2590,1/19/2024,189,129,16,284
4726,1/19/2024,81,161,1,345
4718,1/19/2024,92,252,10,39
3124,1/19/2024,94,360,5,489
2919,1/20/2024,168,343,7,455
3578,1/20/2024,101,329,15,454
49,1/20/2024,58,184,10,86
36,1/20/2024,82,233,3,52
80,1/20/2024,186,460,13,372
4058,1/20/2024,122,456,1,368
3471,1/20/2024,15,40,17,329
3761,1/20/2024,94,270,13,489
4290,1/21/2024,171,422,18,473
1329,1/21/2024,142,460,19,247
1112,1/21/2024,122,117,8,368
138,1/21/2024,2,331,1,206
1493,1/21/2024,144,498,8,218
4851,1/21/2024,145,500,13,343
4198,1/22/2024,185,35,4,202
2741,1/22/2024,196,487,9,138
1248,1/22/2024,143,174,1,101
4313,1/23/2024,108,204,13,131
2152,1/23/2024,35,270,4,462
980,1/23/2024,82,78,1,52
4895,1/23/2024,86,274,1,406
664,1/23/2024,159,73,2,294
2700,1/23/2024,62,428,16,198
3657,1/23/2024,61,279,3,25
3044,1/23/2024,129,226,5,252
4625,1/23/2024,172,288,17,56
1901,1/24/2024,168,253,17,455
3456,1/24/2024,49,343,1,410
4181,1/24/2024,49,16,12,410
2940,1/24/2024,116,356,13,144
2297,1/24/2024,91,24,2,120
2491,1/24/2024,149,479,7,78
2009,1/24/2024,84,301,14,189
1649,1/24/2024,167,1,19,13
1721,1/24/2024,160,160,19,306
3177,1/24/2024,36,271,16,93
2388,1/25/2024,119,222,9,414
616,1/25/2024,75,46,8,209
4425,1/25/2024,137,162,18,267
151,1/25/2024,30,454,5,84
2255,1/25/2024,23,374,13,229
1800,1/25/2024,106,231,2,53
782,1/25/2024,102,296,7,130
2885,1/25/2024,112,312,17,217
3809,1/25/2024,51,482,1,252
4827,1/25/2024,184,465,14,363
4667,1/26/2024,17,36,19,269
2406,1/26/2024,40,364,5,192
283,1/26/2024,86,270,17,406
2394,1/26/2024,26,193,17,425
280,1/26/2024,14,407,8,483
1343,1/26/2024,137,436,5,267
3038,1/26/2024,97,66,15,341
4535,1/27/2024,162,144,16,126
2980,1/27/2024,186,459,1,372
2806,1/27/2024,116,366,11,144
2107,1/27/2024,25,98,12,326
1336,1/27/2024,109,314,4,302
1026,1/27/2024,87,22,8,499
1651,1/28/2024,174,235,8,420
2848,1/28/2024,47,282,1,364
4399,1/28/2024,70,484,15,54
619,1/28/2024,12,235,19,401
4626,1/29/2024,4,8,3,143
1028,1/29/2024,189,255,12,284
2143,1/29/2024,89,485,8,262
1849,1/29/2024,192,149,6,19
944,1/29/2024,133,55,10,101
1243,1/29/2024,125,208,12,253
1770,1/29/2024,144,426,15,218
1284,1/29/2024,104,456,16,441
1865,1/29/2024,51,147,19,252
3723,1/30/2024,23,189,14,229
4619,1/30/2024,195,411,5,486
3821,1/30/2024,127,308,19,37
4904,1/30/2024,120,375,10,299
4648,1/30/2024,164,491,16,376
2247,1/30/2024,32,467,13,40
2458,1/31/2024,12,420,8,401
4196,2/1/2024,22,56,4,330
2738,2/1/2024,27,19,16,78
1559,2/1/2024,169,136,3,436
3823,2/1/2024,10,134,9,210
4325,2/1/2024,154,409,5,477
3190,2/1/2024,146,262,2,422
455,2/1/2024,151,2,15,200
4020,2/1/2024,3,98,10,151
1436,2/2/2024,93,285,11,352
4096,2/2/2024,161,24,11,62
3494,2/2/2024,27,294,10,78
3107,2/2/2024,147,166,13,494
772,2/2/2024,25,341,11,326
2181,2/2/2024,197,45,17,131
3957,2/2/2024,154,176,16,477
4916,2/2/2024,51,200,19,252
647,2/2/2024,55,398,4,255
2348,2/2/2024,68,140,2,192
1495,2/3/2024,174,500,4,420
3788,2/3/2024,91,119,4,120
3857,2/3/2024,127,426,6,37
869,2/3/2024,92,486,1,39
3596,2/4/2024,162,49,7,126
1007,2/4/2024,14,428,14,483
302,2/4/2024,186,151,14,372
3526,2/4/2024,125,355,12,253
4128,2/4/2024,102,76,10,130
3985,2/4/2024,200,359,5,471
2975,2/4/2024,120,51,19,299
3131,2/4/2024,193,137,5,162
2608,2/4/2024,194,148,4,129
1397,2/5/2024,107,174,2,390
2855,2/5/2024,75,183,5,209
4436,2/5/2024,47,51,12,364
2889,2/5/2024,25,297,15,326
1809,2/5/2024,144,298,14,218
887,2/5/2024,195,1,6,486
4656,2/5/2024,48,115,5,388
1179,2/5/2024,118,229,1,178
3956,2/5/2024,3,459,11,151
1499,2/6/2024,107,247,4,390
2279,2/6/2024,101,277,10,454
1813,2/6/2024,42,187,16,232
3652,2/6/2024,99,94,8,428
3582,2/6/2024,130,41,13,301
4540,2/6/2024,31,1,5,216
659,2/6/2024,150,472,8,488
920,2/7/2024,181,54,6,40
3437,2/7/2024,189,88,18,284
121,2/7/2024,33,464,6,490
4083,2/7/2024,54,323,10,309
2781,2/7/2024,83,335,10,313
1310,2/7/2024,96,47,4,333
1438,2/8/2024,79,92,9,333
3591,2/8/2024,28,38,7,350
1661,2/8/2024,117,18,19,452
4670,2/8/2024,37,185,14,35
3545,2/8/2024,76,212,1,350
1686,2/8/2024,198,84,7,302
3187,2/8/2024,80,396,7,413
832,2/9/2024,186,142,4,372
4361,2/9/2024,62,333,16,198
2583,2/9/2024,141,356,11,447
1874,2/9/2024,158,11,6,476
2214,2/9/2024,46,431,9,287
2437,2/9/2024,81,148,19,345
602,2/9/2024,170,463,12,39
4701,2/10/2024,59,409,10,10
1344,2/10/2024,86,109,3,406
4527,2/10/2024,26,74,16,425
4177,2/10/2024,57,261,14,349
770,2/10/2024,47,66,5,364
1688,2/10/2024,122,239,19,368
1156,2/10/2024,23,304,16,229
2780,2/10/2024,156,66,15,445
1737,2/10/2024,92,211,17,39
3367,2/10/2024,170,445,10,39
462,2/11/2024,35,241,2,462
1983,2/11/2024,47,10,1,364
1632,2/11/2024,89,295,18,262
4579,2/11/2024,173,226,16,463
1959,2/11/2024,91,297,15,120
288,2/11/2024,60,80,4,211
2552,2/11/2024,198,490,18,302
4951,2/11/2024,50,443,11,197
1099,2/12/2024,108,299,15,131
383,2/12/2024,86,11,12,406
2932,2/12/2024,181,449,3,40
3385,2/12/2024,177,340,7,362
1613,2/12/2024,21,160,8,452
3940,2/12/2024,21,453,15,452
2254,2/12/2024,49,416,5,410
3378,2/12/2024,49,266,19,410
4531,2/12/2024,141,420,8,447
2783,2/12/2024,102,114,12,130
284,2/12/2024,70,456,12,54
1603,2/12/2024,156,365,10,445
3320,2/12/2024,151,387,1,200
1590,2/12/2024,92,310,19,39
3852,2/13/2024,4,171,19,143
4660,2/13/2024,25,398,18,326
2906,2/13/2024,175,463,3,33
2139,2/13/2024,38,325,8,339
2371,2/13/2024,8,86,13,85
2007,2/13/2024,73,253,6,421
2117,2/13/2024,187,8,2,196
3797,2/13/2024,191,39,5,392
3051,2/13/2024,55,172,18,255
5000,2/14/2024,64,421,19,239
3624,2/14/2024,165,327,18,273
4860,2/14/2024,18,116,10,122
1033,2/14/2024,44,302,12,206
2333,2/14/2024,80,263,5,413
2637,2/14/2024,112,326,10,217
368,2/14/2024,95,293,13,295
1750,2/15/2024,128,215,8,273
4783,2/15/2024,99,24,7,428
3558,2/15/2024,132,340,19,74
3699,2/15/2024,178,245,15,389
1537,2/15/2024,115,419,7,291
4831,2/15/2024,173,290,11,463
4745,2/15/2024,149,62,9,78
4465,2/15/2024,156,240,1,445
4573,2/15/2024,172,475,3,56
4235,2/15/2024,50,23,12,197
4613,2/16/2024,141,41,7,447
251,2/16/2024,74,384,17,329
4705,2/16/2024,124,478,5,138
3431,2/16/2024,96,41,8,333
4493,2/17/2024,14,266,4,483
4615,2/17/2024,45,312,6,348
104,2/17/2024,25,20,19,326
446,2/17/2024,144,367,6,218
1011,2/17/2024,120,104,4,299
1702,2/17/2024,176,235,9,106
3475,2/17/2024,167,345,6,13
795,2/18/2024,86,351,18,406
2715,2/18/2024,69,21,7,192
1412,2/18/2024,15,295,4,329
867,2/19/2024,18,465,6,122
2006,2/19/2024,158,344,2,476
3751,2/19/2024,46,238,11,287
4663,2/19/2024,112,359,18,217
4962,2/19/2024,32,464,15,40
3588,2/19/2024,12,6,7,401
1332,2/20/2024,89,211,1,262
4815,2/20/2024,140,204,14,239
520,2/20/2024,83,209,6,313
3474,2/21/2024,17,383,14,269
1423,2/21/2024,59,489,9,10
2768,2/21/2024,59,142,18,10
2720,2/21/2024,56,458,2,291
1311,2/21/2024,128,226,1,273
170,2/21/2024,192,20,15,19
2961,2/21/2024,165,385,7,273
3820,2/21/2024,15,109,4,329
2145,2/21/2024,10,273,1,210
4135,2/21/2024,39,155,8,317
392,2/21/2024,136,289,8,84
1053,2/21/2024,44,167,19,206
2513,2/21/2024,153,428,7,327
814,2/21/2024,81,285,2,345
2635,2/22/2024,40,185,11,192
941,2/22/2024,177,57,13,362
4165,2/22/2024,105,251,11,385
1418,2/22/2024,15,63,3,329
4971,2/22/2024,1,320,18,443
1789,2/23/2024,82,334,2,52
4624,2/23/2024,131,473,1,91
2549,2/23/2024,147,465,19,494
2057,2/23/2024,155,156,9,471
2034,2/23/2024,189,2,3,284
2934,2/23/2024,37,395,13,35
3466,2/23/2024,195,410,6,486
162,2/23/2024,91,40,2,120
2221,2/23/2024,176,117,10,106
4647,2/24/2024,72,182,13,35
4380,2/24/2024,73,156,8,421
3413,2/24/2024,118,303,9,178
809,2/24/2024,55,150,10,255
1743,2/24/2024,163,236,6,376
1134,2/24/2024,96,24,19,333
3508,2/25/2024,199,100,9,387
3254,2/25/2024,138,316,15,174
961,2/25/2024,117,240,1,452
2084,2/25/2024,181,25,6,40
1239,2/25/2024,38,482,18,339
879,2/25/2024,134,227,2,138
415,2/25/2024,90,100,19,324
38,2/26/2024,139,102,1,242
2970,2/26/2024,189,14,10,284
3133,2/26/2024,6,251,10,437
3587,2/26/2024,130,49,19,301
3055,2/26/2024,8,127,6,85
683,2/26/2024,12,360,11,401
115,2/27/2024,199,461,12,387
4387,2/27/2024,133,460,9,101
2119,2/27/2024,102,173,10,130
2070,2/27/2024,124,456,2,138
1708,2/28/2024,168,367,13,455
1536,2/28/2024,147,335,16,494
85,2/28/2024,192,176,7,19
3119,2/28/2024,198,144,4,302
3171,2/28/2024,118,467,3,178
4248,2/29/2024,126,459,11,165
3576,2/29/2024,110,492,2,229
1594,2/29/2024,10,251,18,210
3724,2/29/2024,10,388,10,210
893,2/29/2024,130,255,2,301
267,2/29/2024,123,137,13,68
3986,2/29/2024,118,233,8,178
1059,2/29/2024,12,331,9,401
2641,2/29/2024,94,183,2,489
31,3/1/2024,56,202,2,291
1183,3/1/2024,162,412,11,126
2984,3/1/2024,18,482,18,122
4245,3/1/2024,33,17,3,490
3382,3/1/2024,120,497,15,299
3365,3/1/2024,164,225,5,376
4922,3/2/2024,131,36,10,91
1771,3/2/2024,198,434,14,302
744,3/2/2024,34,359,9,217
3297,3/2/2024,167,87,6,13
4662,3/4/2024,93,254,15,352
4805,3/4/2024,110,115,11,229
1604,3/4/2024,28,106,9,350
2865,3/4/2024,98,119,6,433
1832,3/4/2024,130,73,18,301
2706,3/4/2024,175,254,15,33
4446,3/4/2024,8,463,2,85
4408,3/4/2024,127,263,2,37
1861,3/4/2024,193,7,2,162
2211,3/5/2024,79,190,9,333
3260,3/5/2024,28,174,17,350
374,3/5/2024,47,39,7,364
3635,3/5/2024,67,295,12,418
4238,3/5/2024,160,314,3,306
4161,3/5/2024,81,68,13,345
1569,3/6/2024,86,228,17,406
680,3/6/2024,178,454,2,389
158,3/6/2024,152,214,19,126
4006,3/6/2024,165,431,16,273
3113,3/6/2024,23,265,10,229
1829,3/6/2024,130,107,4,301
3662,3/6/2024,176,15,14,106
1500,3/6/2024,51,75,16,252
2306,3/7/2024,189,122,15,284
3223,3/7/2024,125,414,15,253
1720,3/7/2024,185,389,15,202
2960,3/7/2024,3,309,4,151
394,3/8/2024,58,247,19,86
655,3/8/2024,86,54,6,406
3611,3/8/2024,178,413,6,389
195,3/8/2024,89,354,5,262
984,3/8/2024,98,311,4,433
3150,3/8/2024,98,53,5,433
3047,3/8/2024,137,262,5,267
1036,3/8/2024,85,107,8,442
2064,3/9/2024,93,153,10,352
4866,3/9/2024,110,449,5,229
3861,3/9/2024,28,250,17,350
2825,3/9/2024,4,382,18,143
4492,3/9/2024,117,36,7,452
2535,3/9/2024,45,108,7,348
2914,3/9/2024,38,33,8,339
4243,3/9/2024,143,125,1,101
3513,3/9/2024,12,117,5,401
1212,3/10/2024,79,351,9,333
2022,3/10/2024,147,93,18,494
3270,3/10/2024,44,57,11,206
2123,3/10/2024,51,180,8,252
2231,3/11/2024,114,338,12,195
569,3/11/2024,131,369,5,91
3871,3/11/2024,100,275,12,183
3057,3/11/2024,14,296,2,483
4091,3/11/2024,189,76,15,284
3770,3/11/2024,121,495,15,103
1541,3/11/2024,129,20,13,252
4213,3/11/2024,129,225,16,252
1014,3/11/2024,32,232,13,40
1831,3/11/2024,172,417,11,56
752,3/12/2024,110,217,1,229
247,3/12/2024,75,344,2,209
4872,3/12/2024,75,177,11,209
2237,3/12/2024,4,120,9,143
3462,3/12/2024,195,372,6,486
4179,3/12/2024,160,357,5,306
726,3/13/2024,99,432,1,428
2510,3/13/2024,41,469,11,150
3339,3/13/2024,177,487,17,362
2195,3/13/2024,192,398,8,19
1925,3/13/2024,39,288,9,317
2683,3/13/2024,8,495,13,85
1132,3/13/2024,198,453,1,302
4504,3/13/2024,77,262,18,264
1232,3/13/2024,187,61,14,196
1741,3/14/2024,28,51,6,350
60,3/14/2024,177,4,4,362
3970,3/14/2024,65,229,10,477
4021,3/14/2024,21,201,7,452
2841,3/14/2024,30,32,19,84
3338,3/14/2024,91,62,9,120
3780,3/14/2024,120,316,3,299
2778,3/15/2024,93,191,13,352
3138,3/15/2024,107,224,18,390
3999,3/15/2024,103,9,1,375
666,3/15/2024,70,271,15,54
4048,3/15/2024,184,475,2,363
2749,3/16/2024,168,447,14,455
4610,3/16/2024,27,127,9,78
2496,3/16/2024,63,276,14,285
3771,3/16/2024,28,318,9,350
276,3/16/2024,198,412,13,302
1511,3/16/2024,160,72,13,306
645,3/16/2024,188,283,3,51
1975,3/16/2024,66,371,19,415
4079,3/17/2024,174,477,14,420
4765,3/17/2024,139,477,17,242
3903,3/17/2024,147,288,8,494
4750,3/17/2024,41,378,15,150
2408,3/17/2024,137,161,6,267
1972,3/17/2024,134,6,4,138
458,3/17/2024,83,152,12,313
3533,3/18/2024,40,488,7,192
3671,3/18/2024,106,275,7,53
361,3/18/2024,70,208,14,54
1655,3/18/2024,77,31,8,264
4532,3/18/2024,73,188,19,421
1158,3/18/2024,51,488,2,252
2155,3/18/2024,36,72,17,93
2290,3/19/2024,28,428,11,350
4637,3/19/2024,186,372,1,372
3928,3/19/2024,192,142,9,19
783,3/19/2024,81,266,10,345
3577,3/19/2024,170,323,19,39
332,3/20/2024,196,171,17,138
3111,3/21/2024,178,331,7,389
2697,3/21/2024,123,435,5,68
1398,3/21/2024,194,420,3,129
2708,3/22/2024,195,93,18,486
2473,3/22/2024,68,427,14,192
4064,3/23/2024,75,258,18,209
4890,3/23/2024,189,46,1,284
2498,3/23/2024,33,424,17,490
1732,3/23/2024,54,190,2,309
1067,3/23/2024,193,403,2,162
1704,3/24/2024,138,301,1,174
3010,3/24/2024,181,248,12,40
2218,3/24/2024,156,143,10,445
176,3/25/2024,20,228,12,392
936,3/25/2024,181,483,5,40
600,3/25/2024,159,82,9,294
3517,3/25/2024,192,16,1,19
4318,3/25/2024,45,390,5,348
2153,3/25/2024,196,13,13,138
2981,3/25/2024,160,52,18,306
3982,3/25/2024,81,164,11,345
3220,3/26/2024,40,216,2,192
552,3/26/2024,75,33,5,209
3300,3/26/2024,37,332,10,35
1773,3/26/2024,76,329,3,350
2867,3/26/2024,44,166,17,206
917,3/26/2024,118,361,19,178
4013,3/26/2024,92,337,16,39
4669,3/26/2024,170,390,6,39
924,3/26/2024,66,182,15,415
4948,3/27/2024,47,500,7,364
3006,3/28/2024,107,167,10,390
352,3/28/2024,35,60,1,462
4651,3/28/2024,116,492,4,144
4340,3/28/2024,10,454,12,210
3684,3/28/2024,115,151,2,291
4521,3/28/2024,91,60,12,120
344,3/28/2024,198,492,4,302
2008,3/28/2024,61,493,12,25
3719,3/28/2024,164,434,9,376
2962,3/28/2024,172,237,4,56
1573,3/29/2024,161,137,16,62
2988,3/29/2024,166,434,15,400
4665,3/29/2024,43,46,7,331
1595,3/29/2024,38,95,18,339
1153,3/29/2024,158,108,7,476
311,3/29/2024,148,324,1,217
4406,3/29/2024,90,399,13,324
2851,3/30/2024,166,240,4,400
1504,3/30/2024,99,127,11,428
4081,3/30/2024,181,357,14,40
854,3/30/2024,98,490,6,433
1798,3/30/2024,141,498,4,447
3151,3/30/2024,134,230,3,138
932,3/30/2024,48,310,4,388
3335,3/31/2024,199,386,7,387
1992,3/31/2024,20,135,7,392
4938,3/31/2024,108,335,18,131
336,3/31/2024,142,316,18,247
2229,3/31/2024,189,189,19,284
4036,3/31/2024,192,167,17,19
4312,3/31/2024,10,45,15,210
2516,3/31/2024,144,29,14,218
2974,3/31/2024,183,14,11,70
2176,3/31/2024,112,479,4,217
1352,3/31/2024,170,253,8,39
4371,4/1/2024,138,34,2,174
593,4/1/2024,28,111,9,350
2605,4/1/2024,99,201,8,428
